9.927	3.927	6.009
9.058084972	7.024926261	6.074
6.505084972	8.737282581	5.932
3.362915028	8.816282581	5.95
1.049915028	6.872926261	5.977
-0.017	3.941	5.966
0.892915028	0.972073739	6.019
3.432915028	-0.799282581	5.994
6.565084972	-0.713282581	5.965
9.106084972	0.970073739	6.046
9.616397663	3.955	7.936417162
8.826171213	6.788213821	7.917417162
6.363472382	8.367308248	7.904417162
3.661527618	8.376308248	7.816417162
1.276828787	6.715213821	7.864417162
0.427602337	3.91	7.858417162
1.232828787	1.375786179	7.868417162
3.640527618	-0.299308248	7.894417162
6.511472382	-0.424308248	7.974417162
8.793171213	1.193786179	7.976417162
8.484533906	4.085	9.533533906
7.909307014	5.995134689	9.621533906
6.151540061	7.44949256	9.491533906
3.971459939	7.43649256	9.572533906
2.081692986	6.110134689	9.456533906
1.537466094	4.026	9.571533906
2.161692986	1.878865311	9.520533906
4.001459939	0.54650744	9.631533906
6.138540061	0.63050744	9.595533906
7.812307014	1.991865311	9.454533906
6.983417162	4.007	10.70239766
6.506987001	5.080678389	10.71539766
5.69027842	5.90776786	10.53739766
4.31172158	5.81376786	10.60139766
3.446012999	5.116678389	10.58039766
3.178582838	3.946	10.61339766
3.549012999	2.913321611	10.64839766
4.34472158	2.26723214	10.57639766
5.50727842	2.17823214	10.55639766
6.453987001	2.941321611	10.52739766
